Genre,Reports,Age,Gpa,Year,Count,Gender,Nationality
Career opportunities,The university should work to establish more partnerships with companies and organizations to increase the availability of internships and job openings.,24,2.89,4,1,F,Egypt
Career opportunities,I'm having trouble finding job opportunities that offer the pay and benefits I need to support myself financially.,21,1.62,4,1,M,Egypt
Career opportunities,The limited availability of job opportunities is causing me a great deal of stress and anxiety about my future career prospects.,27,0.67,5,1,F,Egypt
Career opportunities,The university should provide more resources for students to learn about job opportunities outside of their immediate area.,25,0.33,4,1,M,Egypt
Career opportunities,The lack of job opportunities is discouraging and makes me feel like I wasted my time and money on my education.,23,1.24,4,1,M,Egypt
Career opportunities,It's frustrating to have limited options when it comes to finding a job in my desired field of work.,19,1.16,5,1,M,Egypt
Career opportunities,The university should provide more resources to help students develop the necessary networking skills to succeed in the job market.,16,2.25,4,1,M,Egypt
Career opportunities,The scarcity of job opportunities is a major barrier to achieving my career goals and aspirations.,19,0.51,4,1,F,Egypt
Career opportunities,I'm finding it difficult to secure a job due to the limited number of available opportunities in my field of study.,18,2.56,5,1,F,Egypt
Career opportunities,The university should provide more resources to help students create and maintain professional connections in their desired field of work.,18,0.31,4,1,F,Egypt
Career opportunities,The lack of available internships and job opportunities is causing me to reconsider my career path.,25,3.98,5,1,F,Egypt
Career opportunities,It's challenging to stay motivated and optimistic when there are so few job opportunities available.,17,0.87,4,1,M,Egypt
Career opportunities,The university should provide more guidance and support to students as they navigate the job search process.,18,2.26,5,1,F,Egypt
