Genre,Reports,Age,Gpa,Year,Count,Gender,Nationality
Athletics and sports,Gender inequality in sports is a serious issue that needs to be addressed. Women's sports teams should be given the same opportunities and resources as men's teams.,24,2.69,3,1,F,Soudan
Athletics and sports,"I'm disappointed with the lack of support for student athletes. It's hard to balance sports and academics, and more resources need to be provided to help athletes succeed.",17,3.36,4,1,M,Soudan
Athletics and sports,The Title IX compliance of the university's sports programs is concerning. It's important to make sure that all students are treated fairly and given equal opportunities.,22,3.77,5,1,M,Soudan
Athletics and sports,It's frustrating that there are limited options for sports and athletics programs on campus. More variety would be appreciated.,24,0.27,1,1,M,Soudan
Athletics and sports,I'm concerned about the lack of diversity on the sports teams. It's important for all students to feel represented and included.,27,1.2,5,1,M,Soudan
Athletics and sports, Athletic facilities are often overcrowded and difficult to access. This makes it hard to stay motivated to exercise and stay active.,18,1.16,3,1,M,Soudan
Athletics and sports, The athletic eligibility requirements can be confusing and hard to navigate. The university should provide clearer guidelines and resources to help students understand the process.,17,0.53,4,1,M,Soudan
Athletics and sports, The university needs to prioritize the health and wellbeing of its student athletes. This includes providing adequate medical resources and support.,22,0.47,1,1,F,Soudan
Athletics and sports, The sports team culture on campus can be toxic and harmful. It's important for the university to promote a positive and inclusive environment.,22,2.68,2,1,F,Soudan
Athletics and sports, Gender inequality in sports is unacceptable. The university needs to do more to support and empower women athletes.,26,1.05,2,1,F,Soudan
Athletics and sports, It's disappointing that there are limited opportunities for students who aren't interested in traditional sports. More alternative options would be appreciated.,18,0.2,1,1,M,Soudan
Athletics and sports, The lack of resources for student athletes is frustrating. It's hard to succeed in sports and academics without proper support.,22,0.7,2,1,F,Soudan
Athletics and sports, The university needs to make sure that all sports programs are compliant with Title IX regulations. Discrimination should not be tolerated.,22,3.45,3,1,M,Soudan
Athletics and sports," Athletic facilities should be accessible to all students, regardless of their major or athletic eligibility. Everyone should have the opportunity to stay active and healthy.",23,3.88,3,1,M,Soudan
Athletics and sports, I'm concerned about the lack of diversity among the coaches and staff of the sports teams. It's important for students to have role models and mentors who look like them.,16,1.58,1,1,M,Soudan
Athletics and sports, Sports-related injuries can have long-lasting effects on a student's health and wellbeing. It's important for the university to take preventative measures and prioritize safety.,26,0.33,5,1,F,Soudan
Athletics and sports, The athletic eligibility requirements can be unfair to students who don't have the same opportunities as others. The university should take socioeconomic factors into account when evaluating eligibility.,23,0.29,3,1,F,Soudan
Athletics and sports," The sports team culture can be exclusive and cliquey, making it hard for new students to feel included. It's important for the university to foster a welcoming and supportive environment.",19,2.99,5,1,M,Soudan
Athletics and sports," Gender inequality in sports is a pervasive issue that affects all students, not just athletes. The university should do more to promote gender equity and empowerment.",18,3.95,1,1,F,Soudan
Athletics and sports, The lack of options for sports and athletics programs on campus is disappointing. More variety would help students find activities that they enjoy and feel passionate about.,17,3.7,5,1,F,Soudan
Athletics and sports, Student athletes often face unique challenges when it comes to balancing sports and academics. The university needs to provide more support and resources to help them succeed.,24,1.6,5,1,F,Soudan
Athletics and sports,I am frustrated with the limited access to athletic facilities on campus. It's difficult to find a time when the gym or fields are not overcrowded.,19,3.57,5,1,M,Soudan
Athletics and sports,The athletic eligibility requirements are too strict and exclusionary. It feels like only a select few students are able to participate in sports.,24,1.24,5,1,F,Soudan
Athletics and sports,I am concerned about the lack of attention given to injuries and sports-related medical concerns. It feels like student-athletes are not given adequate support.,25,1.12,5,1,M,Soudan
Athletics and sports,The sports team culture on campus is toxic and exclusionary. It's discouraging to see such a lack of respect for fellow students.,18,2.47,5,1,F,Soudan
Athletics and sports,I am disappointed with the gender inequality in sports. Women's teams are often underfunded and not given the same opportunities as men's teams.,25,1.53,5,1,F,Soudan
Athletics and sports,The university needs to do more to ensure Title IX compliance in all aspects of the athletics programs. It's unacceptable for any student to feel discriminated against or unsafe.,19,1.21,5,1,M,Soudan
Athletics and sports,It's frustrating that the university only invests in certain sports programs while neglecting others. It's important to support a variety of athletic interests.,19,2.24,2,1,F,Soudan
Athletics and sports,The athletic department should provide more resources and training for coaches to ensure a safe and inclusive environment for all athletes.,21,1.56,2,1,M,Soudan
