Genre,Reports,Age,Gpa,Year,Count,Gender,Nationality
Housing and Transportation,"2. ""I've had to commute from the suburbs to the university every day, and the public transportation system is just not reliable enough. I've been late to class several times because of delays and cancellations.""",26,0.03,3,1,F,South Africa
Housing and Transportation,"3. ""Finding a parking spot on campus is nearly impossible, and the parking fees are exorbitant. It's just not worth it to bring my car to school.""",21,0.23,1,1,F,South Africa
Housing and Transportation,"4. ""The apartments in the university area are often run-down and poorly maintained, which makes it difficult to focus on studying when I'm living in such a stressful environment.""",23,2.98,4,1,F,South Africa
Housing and Transportation,"5. ""I have to take two buses and a train just to get to campus, and the trip takes over an hour each way. It's exhausting and it takes away from my study time.""",27,1.94,2,1,M,South Africa
Housing and Transportation,"6. ""The traffic around campus is always terrible, and it can take me up to an hour just to travel a few miles. It's frustrating and stressful.""",22,0.08,4,1,F,South Africa
Housing and Transportation,"7. ""I've been looking for affordable housing near campus for months, but everything is either too expensive or too far away. It's discouraging and I'm not sure what to do.""",24,3.25,2,1,F,South Africa
Housing and Transportation,"8. ""The public transportation system is so overcrowded during peak hours that it's often impossible to get a seat, and I end up standing for the entire ride to campus.""",17,2.24,2,1,F,South Africa
Housing and Transportation,"9. ""The housing options near campus are very limited, and many landlords take advantage of the high demand by charging outrageous prices for subpar apartments.""",20,3.27,2,1,F,South Africa
Housing and Transportation,"10. ""I rely on public transportation to get to campus, but the buses are often late or don't show up at all. It's frustrating and makes it hard to plan my day.""",26,0.56,2,1,M,South Africa
Housing and Transportation,"11. ""I have to commute for over an hour each way to get to campus, and the time and money I spend on transportation really add up.""",24,1.03,3,1,M,South Africa
Housing and Transportation,"12. ""I've had to switch apartments several times because of problems with landlords or roommates, and it's really disrupted my studies and my life.""",20,1.63,4,1,F,South Africa
Housing and Transportation,"13. ""The public transportation system shuts down early in the evening, which makes it hard for me to attend evening classes or study sessions.""",21,2.85,3,1,F,South Africa
Housing and Transportation,"14. ""The university should do more to provide affordable and accessible housing options for students, especially those from low-income backgrounds.""",25,2.17,5,1,F,South Africa
Housing and Transportation,"15. ""I've had to take out loans just to cover the cost of housing and transportation, which adds to the stress and pressure of being a student.""",27,2.66,5,1,M,South Africa
Housing and Transportation,"16. ""The public transportation system is often overcrowded and noisy, which makes it hard to concentrate on studying or getting any work done.""",26,2.51,3,1,M,South Africa
Housing and Transportation,"17. ""I've had to resort to sleeping on a friend's couch because I can't afford the rent in the university area, and it's really taking a toll on my mental health.""",21,1.2,4,1,M,South Africa
Housing and Transportation,"18. ""The lack of affordable and safe housing options near campus is a serious issue that the university needs to address.""",24,2.0,2,1,M,South Africa
Housing and Transportation,"19. ""I've had to miss class several times because of transportation issues, and it's really hurt my grades and my overall academic performance.""",27,2.35,3,1,F,South Africa
Housing and Transportation,"20. ""The university should provide more support and resources for students who live off-campus, especially those who are struggling with housing and transportation issues.""",23,3.17,2,1,M,South Africa
Housing and Transportation,"21. ""The high cost of housing and transportation is a barrier that prevents many students from pursuing higher education, and it's a problem that needs to be addressed at a systemic level.""",25,3.34,3,1,M,South Africa
Housing and Transportation,"22. ""The long commute to and from campus takes up so much of my day that I don't have much time or energy left for studying or extracurricular activities.""",21,0.02,1,1,F,South Africa
Housing and Transportation,"23. ""The public transportation system is often unreliable and unsafe, which makes me feel anxious and stressed every time",23,3.3,5,1,M,South Africa
Housing and Transportation,"1. ""I've been living off-campus for a year now and finding affordable housing near the university is a nightmare. I wish there were more affordable options for students.""",17,1.42,1,1,M,South Africa
Housing and Transportation,"2. ""The transportation system in my city is not reliable at all, I've had to miss multiple classes due to late buses and trains.""",26,2.53,4,1,M,South Africa
Housing and Transportation,"3. ""It's so frustrating having to pay such high rent for a tiny apartment that's miles away from the university.""",25,2.79,1,1,M,South Africa
Housing and Transportation,"4. ""I've had to switch apartments multiple times because my landlord kept increasing the rent without warning. It's not fair for students who are already struggling to make ends meet.""",21,3.06,2,1,M,South Africa
Housing and Transportation,"5. ""The public transportation in my city is so crowded during peak hours, it's impossible to get a seat.""",16,2.46,4,1,F,Yemen
Housing and Transportation,"6. ""I've had to drop out of a few classes because the bus schedule didn't line up with my class schedule.""",21,1.45,3,1,M,Yemen
Housing and Transportation,"7. ""Finding a parking spot near the university is a nightmare, and the parking fees are outrageous.""",26,3.61,4,1,F,Yemen
Housing and Transportation,"8. ""The nearest grocery store is a 30-minute bus ride away, making it difficult to buy fresh groceries.""",23,0.72,3,1,M,Yemen
Housing and Transportation,"9. ""I have to walk 20 minutes to the bus stop every day, which is not ideal during the winter months.""",17,2.93,4,1,M,Yemen
Housing and Transportation,"10. ""I wish the university would provide more affordable housing options for students who can't afford to pay rent in the city.""",16,3.46,1,1,F,Yemen
Housing and Transportation,"11. ""The bus service in my area is so infrequent, it's impossible to get anywhere on time.""",17,2.69,2,1,M,Yemen
Housing and Transportation,"12. ""The housing options near the university are so limited, it's impossible to find a decent place to live.""",19,0.26,4,1,M,Yemen
Housing and Transportation,"13. ""I had to take out a student loan just to be able to afford the rent for my apartment.""",24,3.19,5,1,F,Yemen
Housing and Transportation,"14. ""The rent for a one-bedroom apartment near the university is more than my monthly student loan payment.""",22,2.06,3,1,M,Yemen
