Genre,Reports,Age,Gpa,Year,Count,Gender,Nationality
Activities and Travelling,"3. ""I wish there were more affordable travel options for students. It's hard to justify spending a ton of money on a trip when we're already struggling to make ends meet with tuition and living expenses.""",21,0.14,2,1,F,Indonesia
Activities and Travelling,"4. ""I love exploring new places and trying new things, but it's hard to do that on a student budget. I wish there were more free or low-cost activities available in the area.""",20,2.04,2,1,F,Indonesia
Activities and Travelling,"5. ""I went on a trip to a nearby city with the school's travel program, but I felt like we didn't get to see as much as we could have. The itinerary was too packed, and we didn't have enough time to really explore and enjoy each location.""",26,1.38,4,1,M,Indonesia
Activities and Travelling,"6. ""I'm always looking for fun and interesting things to do on the weekends, but it seems like everything costs money. I wish there were more free events and activities available for students.""",17,1.54,5,1,M,Indonesia
Activities and Travelling,"7. ""I went on a study abroad program, but I felt like I didn't get enough support from the school. I had trouble adjusting to the new culture and environment, and I wish there had been more resources available to help me.""",21,3.16,5,1,F,Indonesia
Activities and Travelling,"8. ""I'm really interested in outdoor activities like hiking and camping, but I don't have a car to get to the nearest parks and trails. It's frustrating to feel like I'm missing out on something that I really enjoy.""",17,1.72,3,1,M,Indonesia
Activities and Travelling,"9. ""I went on a trip with a student organization, but the leaders didn't seem very organized. We were always running late or missing important details, and it made the trip more stressful than it needed to be.""",19,1.98,1,1,M,Indonesia
Activities and Travelling,"10. ""I wish there were more opportunities to travel and explore the world while still earning college credit. It would be a great way to combine my academic and personal interests.""",27,1.86,5,1,M,Indonesia
Activities and Travelling,"1. ""I love the study abroad programs offered by our university. They've given me the chance to see the world and experience new cultures, all while earning credit towards my degree.""",20,3.84,1,1,F,Indonesia
Activities and Travelling,"2. ""I wish there were more affordable travel options available for students. It's hard to save up enough money to take a trip when you're already paying for tuition, textbooks, and rent.""",25,2.42,3,1,M,Indonesia
Activities and Travelling,"3. ""The university-sponsored trips and excursions are always a lot of fun, but they tend to fill up quickly. I wish there were more spots available so that more students could participate.""",18,2.95,5,1,M,Indonesia
