Genre,Reports,Age,Gpa,Year,Count,Gender,Nationality
Academic Support and Resources,"I find myself struggling with the difficulty of course material and trying to manage my time effectively. Balancing work and academic responsibilities is a challenge, and I'm not getting enough sleep. This is causing me stress and anxiety, which is taking a toll on my mental health.",25,1.99,1,1,M,Soudan
Academic Support and Resources,"Managing the academic workload and the difficulty of course material is a constant struggle. I need to improve my time management skills to balance work and academic responsibilities, but it's hard when I have time conflicts with other commitments. The lack of sleep is starting to affect my mental health, and I'm feeling stressed and anxious.",18,0.84,1,1,F,Soudan
Academic Support and Resources,"I'm finding it hard to keep up with the academic workload, especially since the course material is challenging. Balancing work and academic responsibilities is tough, and there are often time conflicts with other commitments. I'm not getting enough sleep, and it's starting to affect my mental health. The stress and anxiety are overwhelming.",18,1.15,1,1,F,Soudan
Academic Support and Resources,"The academic workload is taking its toll on me, especially since the course material is so difficult. I'm trying to manage my time effectively, but it's challenging to balance work and academic responsibilities. There are always time conflicts with other commitments, and I'm not getting enough sleep. This is causing me stress and anxiety, and it's starting to impact my mental health.",16,0.39,1,1,M,Soudan
Academic Support and Resources,"I'm struggling with the academic workload and the difficulty of the course material. I need to improve my time management skills to balance work and academic responsibilities, but there are always time conflicts with other commitments. I'm not sleeping well, and it's affecting my mental health. I'm feeling stressed and anxious all the time.",27,1.27,1,1,F,Soudan
Academic Support and Resources,"It's challenging to keep up with the academic workload, especially since the course material is so difficult. I need to work on my time management skills to balance work and academic responsibilities, but there are always time conflicts with other commitments. The lack of sleep is starting to take its toll on my mental health, and I'm feeling stressed and anxious.",26,0.36,1,1,F,Soudan
Academic Support and Resources,"The academic workload is becoming overwhelming, and the course material is so challenging. I'm struggling to balance work and academic responsibilities and manage my time effectively. There are often time conflicts with other commitments, and I'm not getting enough sleep. This is causing me stress and anxiety, and my mental health is suffering.",26,0.1,1,1,M,Soudan
Academic Support and Resources,"The academic workload is getting to be too much, and I'm finding the course material increasingly difficult. I need to improve my time management skills to balance work and academic responsibilities, but there are always time conflicts with other commitments. The lack of sleep is starting to affect my mental health, and I'm feeling stressed and anxious all the time.",23,0.81,1,1,F,Soudan
Academic Support and Resources,"Managing the academic workload is a challenge, especially since the course material is so difficult. I need to balance work and academic responsibilities, but there are often time conflicts with other commitments. The lack of sleep is starting to take its toll on my mental health, and I'm feeling stressed and anxious.",22,3.63,1,1,F,Soudan
Academic Support and Resources,"The academic workload is overwhelming, and the course material is hard to understand. Balancing work and academic responsibilities is tough, and there are always time conflicts with other commitments. I'm not getting enough sleep, and the stress and anxiety are starting to affect my mental health.",27,1.36,1,1,F,Soudan
Academic Support and Resources,"It's hard to keep up with the academic workload, and the difficulty of the course material is making it even harder. Balancing work and academic responsibilities is a challenge, and there are often time conflicts with other commitments. The lack of sleep is taking its toll",26,2.0,1,1,M,Soudan
Academic Support and Resources,"I have found that the academic workload has been extremely heavy this semester, leaving me feeling overwhelmed and stressed.",22,3.73,1,1,F,Soudan
Academic Support and Resources,"The difficulty of the course material is much higher than I anticipated, and I am struggling to keep up.",22,0.14,1,1,M,Soudan
Academic Support and Resources,I have been struggling with time management skills and finding it difficult to balance my academic responsibilities with work and other commitments.,18,1.06,1,1,M,Soudan
Academic Support and Resources,"Balancing work and academic responsibilities has been a significant challenge, and I have found it difficult to maintain a healthy work-life balance.",20,1.05,1,1,F,Soudan
Academic Support and Resources,Time conflicts with other commitments have made it challenging to keep up with coursework and assignments.,27,0.4,1,1,M,Soudan
Academic Support and Resources,I am struggling with lack of sleep and fatigue due to the demands of my academic workload.,18,2.46,1,1,M,Soudan
Academic Support and Resources,"The stress and anxiety of the academic workload have been affecting my mental health, and I am finding it difficult to cope.",20,0.96,1,1,M,Soudan
Academic Support and Resources,I am concerned about my mental health and have been experiencing symptoms of depression and anxiety due to the academic workload.,21,3.19,1,1,F,Soudan
Academic Support and Resources,"The academic workload is overwhelming, and I am struggling to find ways to manage my stress and maintain my mental health.",24,3.44,1,1,F,Soudan
Academic Support and Resources,"I have been finding it difficult to balance my academic workload with other commitments, such as extracurricular activities and social life.",16,2.85,1,1,M,Soudan
Academic Support and Resources,"The course material is much more challenging than I expected, and I am struggling to keep up with the pace of the class.",21,0.05,1,1,F,Soudan
Academic Support and Resources,"I am finding it difficult to manage my time effectively, and it is affecting my ability to keep up with assignments and coursework.",23,0.4,1,1,F,Soudan
Academic Support and Resources,"Balancing work and academic responsibilities has been a significant challenge, and I am finding it hard to find time for self-care and relaxation.",18,3.33,1,1,M,Soudan
Academic Support and Resources,"I am struggling to keep up with my coursework due to time conflicts with other commitments, such as part-time work and family obligations.",24,1.07,1,1,F,Soudan
Academic Support and Resources,Lack of sleep and fatigue have been affecting my ability to focus on coursework and stay motivated.,25,3.46,1,1,M,Soudan
Academic Support and Resources,"The academic workload is causing significant stress and anxiety, and I am finding it hard to cope with the pressure.",25,3.17,1,1,M,Soudan
Academic Support and Resources,I am concerned about my mental health and have been experiencing symptoms of burnout and exhaustion due to the demands of my academic workload.,24,0.44,1,1,F,Soudan
