Genre,Reports,Age,Gpa,Year,Count,Gender,Nationality
Academic Support and Resources,It's frustrating not being able to find the resources I need for my research projects due to the limited access to research databases and materials.,23,1.17,1,1,M,Egypt
Academic Support and Resources,Limited course availability is making it difficult to schedule my classes for next semester.,19,1.09,1,1,M,Egypt
Academic Support and Resources,The difficulty in finding and accessing course materials is really hindering my ability to study effectively.,17,0.7,1,1,F,Egypt
Academic Support and Resources,"The lack of access to academic advisors is really concerning, especially when I have questions about course selection and career planning.",26,0.44,1,1,F,Egypt
Academic Support and Resources,Limited access to technology and software is making it difficult to complete assignments and stay up to date with my coursework.,24,0.69,1,1,M,Egypt
Academic Support and Resources,I'm worried that my research projects won't be up to standard due to the limited access to research databases and materials.,21,1.4,1,1,M,Egypt
Academic Support and Resources,Limited course availability is making it impossible to complete my degree requirements on time.,20,1.03,1,1,F,Egypt
Academic Support and Resources,I feel like I'm falling behind in my courses due to the difficulty in finding and accessing course materials.,16,3.41,1,1,M,Egypt
Academic Support and Resources,"The lack of access to academic advisors is really frustrating, especially when I need help with scheduling or resolving academic issues.",19,1.5,1,1,F,Egypt
Academic Support and Resources,Limited access to technology and software is impacting my ability to compete with my peers and prepare for my future career.,18,0.03,1,1,F,Egypt
Academic Support and Resources,I'm struggling to find the necessary course materials for my courses due to the limited access available.,18,2.51,1,1,F,Egypt
Academic Support and Resources,The limited access to academic advisors is making it difficult for me to plan my academic career and get the support I need.,20,3.56,1,1,F,Egypt
Academic Support and Resources,Limited course availability is causing me to have to adjust my academic plans and career aspirations.,27,2.23,1,1,F,Egypt
Academic Support and Resources,Limited access to technology and software is causing me to fall behind in my coursework and struggle with assignments.,19,0.93,1,1,M,Egypt
Academic Support and Resources,I'm worried about the quality of my research projects due to the limited access to research databases and materials.,17,2.33,1,1,M,Egypt
Academic Support and Resources,The difficulty in finding and accessing course materials is causing me to spend unnecessary time and resources trying to complete assignments.,16,2.46,1,1,F,Egypt
Academic Support and Resources,Limited access to academic advisors is causing me to feel unsupported and disconnected from my academic goals.,17,0.37,1,1,F,Egypt
Academic Support and Resources,Limited course availability is causing me to miss out on valuable academic opportunities and experiences.,27,2.57,1,1,F,Egypt
Academic Support and Resources,The limited access to technology and software is causing me to have to use outdated tools and resources for my coursework.,18,2.36,1,1,M,Egypt
Academic Support and Resources,I feel like I'm not able to reach my full academic potential due to the limited access to research databases and materials.,21,2.64,1,1,M,Egypt
Academic Support and Resources,The difficulty in finding and accessing course materials is causing me to feel stressed and overwhelmed with my coursework.,26,0.43,1,1,M,Egypt
Academic Support and Resources,Limited access to academic advisors is causing me to feel lost and unsupported in my academic journey.,17,1.6,1,1,M,Egypt
Academic Support and Resources,I'm concerned that my academic achievements and career prospects will be impacted by the limited course availability.,23,2.41,1,1,F,Egypt
