Genre,Reports,Age,GPA,Year,Count,Gender,Nationality,Resolution
Athletics and sports, The lack of resources for student athletes is frustrating. It's hard to succeed in sports and academics without proper support.,22,0.7,2,1,F,Soudan,Improve accessibility in sports facilities for disabled students and athletes to ensure equal participation opportunities.
Athletics and sports, The university needs to make sure that all sports programs are compliant with Title IX regulations. Discrimination should not be tolerated.,22,3.45,3,1,M,Soudan,Require gender equity reviews of athletic budgets and resource allocations to address disparities in funding.
Athletics and sports," Athletic facilities should be accessible to all students, regardless of their major or athletic eligibility. Everyone should have the opportunity to stay active and healthy.",23,3.88,3,1,M,Soudan,Create a centralized sports complaint resolution body that handles athlete grievances efficiently and fairly.
Athletics and sports, I'm concerned about the lack of diversity among the coaches and staff of the sports teams. It's important for students to have role models and mentors who look like them.,16,1.58,1,1,M,Soudan,"Offer specialized sports scholarships for students demonstrating exceptional leadership, teamwork, and academic balance."
Athletics and sports, Sports-related injuries can have long-lasting effects on a student's health and wellbeing. It's important for the university to take preventative measures and prioritize safety.,26,0.33,5,1,F,Soudan,Expand recruitment outreach programs to ensure diverse representation in university sports teams.
Athletics and sports, The athletic eligibility requirements can be unfair to students who don't have the same opportunities as others. The university should take socioeconomic factors into account when evaluating eligibility.,23,0.29,3,1,F,Soudan,"Develop an athlete wellness initiative that includes yoga, meditation, and stress-relief activities to support mental well-being."
Athletics and sports," The sports team culture can be exclusive and cliquey, making it hard for new students to feel included. It's important for the university to foster a welcoming and supportive environment.",19,2.99,5,1,M,Soudan,"Establish a sports leadership academy to train student-athletes in management, coaching, and administration roles."
Athletics and sports," Gender inequality in sports is a pervasive issue that affects all students, not just athletes. The university should do more to promote gender equity and empowerment.",18,3.95,1,1,F,Soudan,Introduce an incentive-based academic support program for student-athletes to help them balance sports and academics.
Athletics and sports, The lack of options for sports and athletics programs on campus is disappointing. More variety would help students find activities that they enjoy and feel passionate about.,17,3.7,5,1,F,Soudan,"Ensure equal broadcasting opportunities for all sports, regardless of gender, to increase visibility and appreciation for all athletes."
Athletics and sports, Student athletes often face unique challenges when it comes to balancing sports and academics. The university needs to provide more support and resources to help them succeed.,24,1.6,5,1,F,Soudan,"Encourage alumni athletes to contribute to university programs through mentorship, funding, and career guidance."
Athletics and sports,I am frustrated with the limited access to athletic facilities on campus. It's difficult to find a time when the gym or fields are not overcrowded.,19,3.57,5,1,M,Soudan,Host gender equity workshops with guest speakers to educate athletes on the importance of inclusivity in sports.
Athletics and sports,The athletic eligibility requirements are too strict and exclusionary. It feels like only a select few students are able to participate in sports.,24,1.24,5,1,F,Soudan,"Create a student-athlete peer support network where athletes can share experiences, offer guidance, and provide emotional support."
Athletics and sports,I am concerned about the lack of attention given to injuries and sports-related medical concerns. It feels like student-athletes are not given adequate support.,25,1.12,5,1,M,Soudan,Implement a time management training program for student-athletes to optimize study schedules alongside athletic commitments.
Athletics and sports,The sports team culture on campus is toxic and exclusionary. It's discouraging to see such a lack of respect for fellow students.,18,2.47,5,1,F,Soudan,"Ensure accessible grievance procedures for student-athletes facing coaching bias, unfair treatment, or unethical behavior."
Athletics and sports,I am disappointed with the gender inequality in sports. Women's teams are often underfunded and not given the same opportunities as men's teams.,25,1.53,5,1,F,Soudan,Expand intramural and club sports options to give all students access to athletic opportunities beyond varsity teams.
Athletics and sports,The university needs to do more to ensure Title IX compliance in all aspects of the athletics programs. It's unacceptable for any student to feel discriminated against or unsafe.,19,1.21,5,1,M,Soudan,Introduce a mental resilience training program to help student-athletes cope with performance pressure and competition stress.
Athletics and sports,It's frustrating that the university only invests in certain sports programs while neglecting others. It's important to support a variety of athletic interests.,19,2.24,2,1,F,Soudan,Host town hall meetings with athletic directors to address concerns and ensure transparency in decision-making.
Athletics and sports,The athletic department should provide more resources and training for coaches to ensure a safe and inclusive environment for all athletes.,21,1.56,2,1,M,Soudan,"Create leadership workshops for athletes to develop teamwork, communication, and advocacy skills."
